T.BREAK,BREAK,T.SYNC,SYNC,T.PID,PID,T.D,Dn...
-0.974955375000000,'0' (0x00),-0.974176250000000,U (0x55),-0.973449000000000,'17' (0x11),-0.972617875000000,'0' (0x00),-0.972098500000000,'0' (0x00),-0.971579000000000,'0' (0x00),-0.971059625000000,'238' (0xEE)
-0.970020750000000,'0' (0x00),-0.969241625000000,U (0x55),-0.968670250000000,'8' (0x08),-0.967768750000000,'209' (0xD1),-0.967198750000000,\n (0x0A),-0.966628875000000,` (0x60),-0.966058875000000,'187' (0xBB)
-0.964982375000000,'0' (0x00),-0.964203250000000,U (0x55),-0.963476125000000,\t (0x09),-0.962782375000000,'200' (0xC8),-0.962212250000000,\n (0x0A),-0.961642125000000,` (0x60),-0.961072000000000,'131' (0x83)
-0.959995750000000,'0' (0x00),-0.959216625000000,U (0x55),-0.958437500000000,'16' (0x10)
-0.955009625000000,'0' (0x00),-0.954230500000000,U (0x55),-0.953451375000000,'16' (0x10)
-0.950023750000000,'0' (0x00),-0.949244750000000,U (0x55),-0.948465625000000,'16' (0x10)
-0.945037625000000,'0' (0x00),-0.944258625000000,U (0x55),-0.943739250000000,'16' (0x10)
-0.939999375000000,'0' (0x00),-0.939220375000000,U (0x55),-0.938493250000000,'16' (0x10)
-0.935013000000000,'0' (0x00),-0.934233875000000,U (0x55),-0.933506750000000,'16' (0x10)
-0.930026875000000,'0' (0x00),-0.929247750000000,U (0x55),-0.928468875000000,'1' (0x01)
-0.925041250000000,'0' (0x00),-0.924262125000000,U (0x55),-0.923483125000000,'18' (0x12),-0.922652125000000,'209' (0xD1),-0.922132875000000,\n (0x0A),-0.921613500000000,'252' (0xFC),-0.921094250000000,'148' (0x94)
-0.875073625000000,'0' (0x00),-0.874294375000000,U (0x55),-0.873567125000000,'17' (0x11),-0.872736000000000,'0' (0x00),-0.872216625000000,'0' (0x00),-0.871697125000000,'0' (0x00),-0.871177625000000,'238' (0xEE)
-0.870138750000000,'0' (0x00),-0.869359750000000,U (0x55),-0.868788250000000,'8' (0x08),-0.867731500000000,'209' (0xD1),-0.867161625000000,\n (0x0A),-0.866591875000000,` (0x60),-0.866022000000000,'187' (0xBB)
-0.865100375000000,'0' (0x00),-0.864321375000000,U (0x55),-0.863542250000000,\t (0x09),-0.862848250000000,'200' (0xC8),-0.862278125000000,\n (0x0A),-0.861708000000000,` (0x60),-0.861138000000000,'131' (0x83)
-0.860114125000000,'0' (0x00),-0.859334875000000,U (0x55),-0.858555750000000,'16' (0x10)
-0.855127500000000,'0' (0x00),-0.854348375000000,U (0x55),-0.853569250000000,'16' (0x10)
-0.850141125000000,'0' (0x00),-0.849362000000000,U (0x55),-0.848583000000000,'16' (0x10)
-0.845154875000000,'0' (0x00),-0.844375750000000,U (0x55),-0.843804375000000,'16' (0x10)
-0.840116750000000,'0' (0x00),-0.839337750000000,U (0x55),-0.838610625000000,'16' (0x10)
-0.835130375000000,'0' (0x00),-0.834351250000000,U (0x55),-0.833624125000000,'16' (0x10)
-0.830143875000000,'0' (0x00),-0.829364875000000,U (0x55),-0.828585750000000,'1' (0x01)
-0.825157625000000,'0' (0x00),-0.824378500000000,U (0x55),-0.823599375000000,'18' (0x12),-0.822768250000000,'209' (0xD1),-0.822248875000000,\n (0x0A),-0.821729500000000,'252' (0xFC),-0.821210000000000,'148' (0x94)
-0.775191000000000,'0' (0x00),-0.774412000000000,U (0x55),-0.773685000000000,'17' (0x11),-0.772854000000000,'0' (0x00),-0.772334750000000,'0' (0x00),-0.771815375000000,'0' (0x00),-0.771296000000000,'238' (0xEE)
-0.770257125000000,'0' (0x00),-0.769478000000000,U (0x55),-0.768906625000000,'8' (0x08),-0.767902000000000,'209' (0xD1),-0.767332250000000,\n (0x0A),-0.766762500000000,` (0x60),-0.766192750000000,'187' (0xBB)
-0.765219000000000,'0' (0x00),-0.764440000000000,U (0x55),-0.763661000000000,\t (0x09),-0.762811625000000,'200' (0xC8),-0.762241500000000,\n (0x0A),-0.761671375000000,` (0x60),-0.761101250000000,'131' (0x83)
-0.760233000000000,'0' (0x00),-0.759453875000000,U (0x55),-0.758674750000000,'16' (0x10)
-0.755246875000000,'0' (0x00),-0.754467875000000,U (0x55),-0.753688750000000,'16' (0x10)
-0.750260750000000,'0' (0x00),-0.749481625000000,U (0x55),-0.748962250000000,'16' (0x10)
-0.745223000000000,'0' (0x00),-0.744444000000000,U (0x55),-0.743717000000000,'16' (0x10)
-0.740237000000000,'0' (0x00),-0.739457875000000,U (0x55),-0.738730625000000,'16' (0x10)
-0.735250625000000,'0' (0x00),-0.734471500000000,U (0x55),-0.733692375000000,'16' (0x10)
-0.730264250000000,'0' (0x00),-0.729485125000000,U (0x55),-0.728706125000000,'1' (0x01)
-0.725278625000000,'0' (0x00),-0.724499625000000,U (0x55),-0.723720500000000,'18' (0x12),-0.722889625000000,'209' (0xD1),-0.722370250000000,\n (0x0A),-0.721851000000000,'252' (0xFC),-0.721331625000000,'148' (0x94)
-0.675320250000000,'0' (0x00),-0.674541375000000,U (0x55),-0.673814250000000,'17' (0x11),-0.672983500000000,'0' (0x00),-0.672464250000000,'0' (0x00),-0.671945000000000,'0' (0x00),-0.671425750000000,'238' (0xEE)
-0.670387250000000,'0' (0x00),-0.669608250000000,U (0x55),-0.669037125000000,'8' (0x08),-0.668136250000000,'209' (0xD1),-0.667566375000000,\n (0x0A),-0.666996500000000,` (0x60),-0.666426750000000,'187' (0xBB)
